GAME_ID,TEAM_ID,TOTAL_PTS,TOTAL_REB,TOTAL_AST,TOTAL_STL,TOTAL_BLK,TOTAL_TO,TOTAL_PF,HOME_TEAM_ID,VISITOR_TEAM_ID,HOME_TEAM_WINS,IS_HOME,TEAM_WON
20700083,1610612762.0,118.0,43.0,34.0,14.0,1.0,14.0,30.0,1610612762,1610612763,1,1,1
20700083,1610612763.0,94.0,38.0,19.0,5.0,4.0,25.0,20.0,1610612762,1610612763,1,0,0
20700084,1610612750.0,93.0,43.0,15.0,4.0,7.0,17.0,30.0,1610612758,1610612750,1,0,0
20700084,1610612758.0,100.0,38.0,12.0,9.0,4.0,15.0,24.0,1610612758,1610612750,1,1,1
20700085,1610612742.0,82.0,45.0,13.0,3.0,2.0,13.0,24.0,1610612757,1610612742,1,0,0
20700085,1610612757.0,91.0,41.0,28.0,4.0,2.0,16.0,24.0,1610612757,1610612742,1,1,1
20700086,1610612737.0,90.0,41.0,21.0,5.0,6.0,11.0,17.0,1610612737,1610612764,0,1,0
20700086,1610612764.0,101.0,53.0,26.0,4.0,3.0,12.0,25.0,1610612737,1610612764,0,0,1
20700087,1610612748.0,75.0,43.0,21.0,10.0,4.0,16.0,17.0,1610612752,1610612748,0,0,1
20700087,1610612752.0,72.0,39.0,11.0,10.0,2.0,18.0,18.0,1610612752,1610612748,0,1,0
20700088,1610612740.0,93.0,42.0,21.0,10.0,1.0,16.0,20.0,1610612755,1610612740,0,0,1
20700088,1610612755.0,72.0,41.0,21.0,7.0,2.0,18.0,20.0,1610612755,1610612740,0,1,0
20700089,1610612745.0,85.0,47.0,18.0,6.0,7.0,19.0,17.0,1610612766,1610612745,0,0,1
20700089,1610612766.0,82.0,34.0,19.0,11.0,4.0,12.0,22.0,1610612766,1610612745,0,1,0
20700090,1610612749.0,88.0,39.0,17.0,6.0,6.0,14.0,23.0,1610612759,1610612749,1,0,0
20700090,1610612759.0,113.0,42.0,22.0,8.0,8.0,13.0,21.0,1610612759,1610612749,1,1,1
20700091,1610612760.0,103.0,47.0,21.0,7.0,2.0,13.0,25.0,1610612760,1610612765,0,1,0
20700091,1610612765.0,107.0,49.0,27.0,10.0,1.0,11.0,25.0,1610612760,1610612765,0,0,1
20700092,1610612739.0,103.0,43.0,17.0,10.0,4.0,15.0,22.0,1610612746,1610612739,0,0,1
20700092,1610612746.0,95.0,39.0,16.0,4.0,4.0,16.0,20.0,1610612746,1610612739,0,1,0
20700093,1610612740.0,84.0,39.0,16.0,10.0,4.0,16.0,19.0,1610612751,1610612740,0,0,1
20700093,1610612751.0,82.0,45.0,21.0,8.0,6.0,14.0,11.0,1610612751,1610612740,0,1,0
20700094,1610612739.0,100.0,45.0,18.0,4.0,2.0,14.0,24.0,1610612743,1610612739,1,0,0
20700094,1610612743.0,122.0,46.0,24.0,7.0,4.0,13.0,24.0,1610612743,1610612739,1,1,1
20700095,1610612758.0,93.0,32.0,16.0,5.0,1.0,18.0,26.0,1610612762,1610612758,1,0,0
20700095,1610612762.0,117.0,41.0,29.0,8.0,6.0,15.0,19.0,1610612762,1610612758,1,1,1
20700096,1610612748.0,76.0,38.0,17.0,2.0,4.0,10.0,15.0,1610612766,1610612748,1,0,0
20700096,1610612766.0,91.0,47.0,22.0,5.0,4.0,8.0,22.0,1610612766,1610612748,1,1,1
20700097,1610612753.0,103.0,58.0,24.0,6.0,4.0,26.0,16.0,1610612753,1610612760,1,1,1
20700097,1610612760.0,76.0,44.0,16.0,14.0,5.0,17.0,23.0,1610612753,1610612760,1,0,0
20700098,1610612738.0,101.0,42.0,17.0,12.0,8.0,13.0,24.0,1610612754,1610612738,0,0,1
20700098,1610612754.0,86.0,47.0,16.0,2.0,2.0,22.0,35.0,1610612754,1610612738,0,1,0
20700099,1610612745.0,99.0,36.0,17.0,10.0,3.0,9.0,29.0,1610612763,1610612745,1,0,0
20700099,1610612763.0,105.0,44.0,19.0,6.0,4.0,17.0,22.0,1610612763,1610612745,1,1,1
20700100,1610612742.0,99.0,47.0,25.0,9.0,8.0,12.0,17.0,1610612742,1610612755,1,1,1
20700100,1610612755.0,84.0,47.0,21.0,4.0,5.0,18.0,27.0,1610612742,1610612755,1,0,0
20700101,1610612747.0,92.0,50.0,15.0,6.0,9.0,19.0,14.0,1610612759,1610612747,1,0,0
20700101,1610612759.0,107.0,40.0,29.0,9.0,5.0,11.0,21.0,1610612759,1610612747,1,1,1
20700102,1610612752.0,102.0,36.0,19.0,9.0,3.0,17.0,26.0,1610612756,1610612752,1,0,0
20700102,1610612756.0,113.0,38.0,23.0,11.0,8.0,18.0,20.0,1610612756,1610612752,1,1,1
20700103,1610612757.0,102.0,43.0,22.0,4.0,1.0,13.0,18.0,1610612757,1610612765,1,1,1
20700103,1610612765.0,94.0,36.0,22.0,6.0,3.0,11.0,21.0,1610612757,1610612765,1,0,0
20700104,1610612761.0,88.0,50.0,19.0,6.0,4.0,17.0,24.0,1610612761,1610612762,0,1,0
20700104,1610612762.0,92.0,46.0,23.0,12.0,4.0,15.0,15.0,1610612761,1610612762,0,0,1
20700105,1610612754.0,90.0,38.0,18.0,7.0,6.0,15.0,26.0,1610612764,1610612754,1,0,0
20700105,1610612764.0,103.0,40.0,23.0,10.0,6.0,14.0,17.0,1610612764,1610612754,1,1,1
20700106,1610612737.0,117.0,38.0,29.0,10.0,9.0,16.0,20.0,1610612737,1610612766,1,1,1
20700106,1610612766.0,109.0,29.0,19.0,12.0,6.0,13.0,22.0,1610612737,1610612766,1,0,0
20700107,1610612739.0,116.0,50.0,25.0,8.0,6.0,15.0,25.0,1610612739,1610612753,0,1,0
20700107,1610612753.0,117.0,42.0,30.0,6.0,5.0,14.0,21.0,1610612739,1610612753,0,0,1
20700108,1610612738.0,91.0,42.0,21.0,15.0,7.0,14.0,28.0,1610612738,1610612751,1,1,1
20700108,1610612751.0,69.0,42.0,14.0,4.0,6.0,20.0,23.0,1610612738,1610612751,1,0,0
20700109,1610612748.0,95.0,34.0,15.0,14.0,3.0,12.0,18.0,1610612748,1610612760,0,1,0
20700109,1610612760.0,104.0,52.0,23.0,5.0,2.0,22.0,22.0,1610612748,1610612760,0,0,1
20700110,1610612749.0,102.0,45.0,27.0,8.0,6.0,14.0,17.0,1610612749,1610612763,1,1,1
20700110,1610612763.0,99.0,43.0,24.0,6.0,7.0,12.0,17.0,1610612749,1610612763,1,0,0
20700111,1610612740.0,95.0,35.0,20.0,12.0,4.0,15.0,22.0,1610612740,1610612755,1,1,1
20700111,1610612755.0,76.0,41.0,15.0,5.0,2.0,20.0,24.0,1610612740,1610612755,1,0,0
20700112,1610612750.0,108.0,41.0,19.0,11.0,6.0,16.0,20.0,1610612750,1610612758,1,1,1
20700112,1610612758.0,103.0,26.0,26.0,9.0,2.0,16.0,18.0,1610612750,1610612758,1,0,0
20700113,1610612745.0,90.0,43.0,18.0,12.0,4.0,12.0,25.0,1610612745,1610612747,0,1,0
20700113,1610612747.0,93.0,48.0,14.0,8.0,4.0,19.0,30.0,1610612745,1610612747,0,0,1
20700114,1610612743.0,110.0,46.0,25.0,13.0,8.0,17.0,27.0,1610612743,1610612757,1,1,1
20700114,1610612757.0,93.0,37.0,22.0,11.0,3.0,17.0,25.0,1610612743,1610612757,1,0,0
20700115,1610612746.0,84.0,46.0,21.0,2.0,9.0,14.0,23.0,1610612746,1610612752,1,1,1
20700115,1610612752.0,81.0,59.0,14.0,5.0,4.0,20.0,20.0,1610612746,1610612752,1,0,0
20700116,1610612744.0,104.0,44.0,24.0,6.0,4.0,11.0,20.0,1610612744,1610612765,0,1,0
20700116,1610612765.0,111.0,45.0,30.0,4.0,5.0,14.0,17.0,1610612744,1610612765,0,0,1
20700117,1610612742.0,105.0,41.0,20.0,11.0,4.0,13.0,26.0,1610612742,1610612759,1,1,1
20700117,1610612759.0,92.0,38.0,17.0,7.0,1.0,14.0,25.0,1610612742,1610612759,1,0,0
20700118,1610612741.0,102.0,47.0,16.0,8.0,4.0,14.0,18.0,1610612756,1610612741,1,0,0
20700118,1610612756.0,112.0,40.0,29.0,11.0,10.0,15.0,20.0,1610612756,1610612741,1,1,1
20700119,1610612754.0,101.0,47.0,23.0,7.0,6.0,16.0,20.0,1610612761,1610612754,1,0,0
20700119,1610612761.0,110.0,35.0,26.0,7.0,7.0,13.0,20.0,1610612761,1610612754,1,1,1
20700120,1610612755.0,92.0,43.0,19.0,8.0,4.0,21.0,23.0,1610612755,1610612757,1,1,1
20700120,1610612757.0,88.0,30.0,20.0,12.0,2.0,18.0,19.0,1610612755,1610612757,1,0,0
20700121,1610612738.0,92.0,40.0,29.0,5.0,2.0,18.0,22.0,1610612738,1610612748,1,1,1
20700121,1610612748.0,91.0,33.0,18.0,8.0,7.0,11.0,16.0,1610612738,1610612748,1,0,0
20700122,1610612751.0,70.0,51.0,21.0,4.0,5.0,22.0,28.0,1610612751,1610612753,0,1,0
20700122,1610612753.0,95.0,49.0,20.0,7.0,4.0,14.0,28.0,1610612751,1610612753,0,0,1
20700123,1610612737.0,123.0,47.0,24.0,6.0,7.0,12.0,30.0,1610612737,1610612760,0,1,0
20700123,1610612760.0,126.0,43.0,23.0,6.0,4.0,13.0,28.0,1610612737,1610612760,0,0,1
20700124,1610612739.0,99.0,48.0,21.0,7.0,12.0,13.0,17.0,1610612739,1610612762,1,1,1
20700124,1610612762.0,94.0,44.0,23.0,8.0,6.0,15.0,26.0,1610612739,1610612762,1,0,0
20700125,1610612740.0,120.0,49.0,23.0,7.0,6.0,16.0,16.0,1610612763,1610612740,0,0,1
20700125,1610612763.0,118.0,38.0,20.0,6.0,5.0,13.0,22.0,1610612763,1610612740,0,1,0
20700126,1610612745.0,84.0,31.0,17.0,9.0,3.0,16.0,15.0,1610612759,1610612745,1,0,0
20700126,1610612759.0,90.0,40.0,20.0,7.0,2.0,16.0,18.0,1610612759,1610612745,1,1,1
20700127,1610612750.0,89.0,36.0,13.0,11.0,5.0,20.0,25.0,1610612750,1610612764,0,1,0
20700127,1610612764.0,105.0,40.0,20.0,11.0,2.0,17.0,21.0,1610612750,1610612764,0,0,1
20700128,1610612752.0,118.0,53.0,16.0,8.0,2.0,13.0,37.0,1610612758,1610612752,1,0,0
20700128,1610612758.0,123.0,46.0,18.0,6.0,6.0,19.0,31.0,1610612758,1610612752,1,1,1
20700129,1610612747.0,103.0,45.0,20.0,13.0,2.0,9.0,19.0,1610612747,1610612765,1,1,1
20700129,1610612765.0,91.0,48.0,19.0,6.0,7.0,17.0,23.0,1610612747,1610612765,1,0,0
20700130,1610612744.0,122.0,52.0,28.0,7.0,9.0,8.0,24.0,1610612744,1610612746,1,1,1
20700130,1610612746.0,105.0,43.0,28.0,3.0,5.0,11.0,24.0,1610612744,1610612746,1,0,0
20700131,1610612757.0,90.0,41.0,19.0,3.0,7.0,17.0,19.0,1610612764,1610612757,1,0,0
20700131,1610612764.0,109.0,42.0,26.0,10.0,3.0,8.0,24.0,1610612764,1610612757,1,1,1
20700132,1610612760.0,84.0,38.0,14.0,9.0,10.0,14.0,19.0,1610612766,1610612760,1,0,0
20700132,1610612766.0,100.0,60.0,23.0,6.0,6.0,15.0,25.0,1610612766,1610612760,1,1,1
20700133,1610612754.0,117.0,35.0,29.0,11.0,7.0,17.0,27.0,1610612754,1610612762,1,1,1
20700133,1610612762.0,97.0,31.0,20.0,6.0,5.0,19.0,24.0,1610612754,1610612762,1,0,0
20700134,1610612748.0,91.0,29.0,23.0,11.0,1.0,14.0,29.0,1610612751,1610612748,0,0,1
20700134,1610612751.0,87.0,39.0,23.0,5.0,3.0,26.0,27.0,1610612751,1610612748,0,1,0
20700135,1610612740.0,100.0,33.0,25.0,5.0,4.0,4.0,15.0,1610612750,1610612740,0,0,1
20700135,1610612750.0,82.0,44.0,18.0,1.0,2.0,16.0,16.0,1610612750,1610612740,0,1,0
20700136,1610612737.0,96.0,38.0,21.0,3.0,6.0,16.0,17.0,1610612749,1610612737,1,0,0
20700136,1610612749.0,105.0,44.0,27.0,10.0,7.0,14.0,23.0,1610612749,1610612737,1,1,1
20700137,1610612745.0,105.0,40.0,22.0,8.0,0.0,9.0,21.0,1610612745,1610612756,0,1,0
20700137,1610612756.0,115.0,48.0,28.0,6.0,10.0,25.0,23.0,1610612745,1610612756,0,0,1
20700138,1610612742.0,108.0,46.0,19.0,10.0,6.0,14.0,22.0,1610612742,1610612763,1,1,1
20700138,1610612763.0,105.0,40.0,22.0,7.0,5.0,18.0,23.0,1610612742,1610612763,1,0,0
20700139,1610612743.0,115.0,51.0,32.0,12.0,11.0,11.0,16.0,1610612743,1610612752,1,1,1
20700139,1610612752.0,83.0,46.0,20.0,8.0,3.0,17.0,29.0,1610612743,1610612752,1,0,0
20700140,1610612741.0,92.0,42.0,21.0,10.0,7.0,10.0,15.0,1610612746,1610612741,0,0,1
20700140,1610612746.0,73.0,40.0,19.0,5.0,6.0,14.0,19.0,1610612746,1610612741,0,1,0
20700141,1610612744.0,106.0,47.0,20.0,5.0,3.0,17.0,22.0,1610612761,1610612744,0,0,1
20700141,1610612761.0,100.0,46.0,18.0,7.0,8.0,13.0,28.0,1610612761,1610612744,0,1,0
20700142,1610612738.0,102.0,41.0,17.0,6.0,2.0,19.0,33.0,1610612753,1610612738,1,0,0
20700142,1610612753.0,104.0,28.0,14.0,10.0,4.0,14.0,21.0,1610612753,1610612738,1,1,1
20700143,1610612758.0,105.0,39.0,22.0,5.0,3.0,9.0,23.0,1610612758,1610612765,1,1,1
20700143,1610612765.0,95.0,32.0,21.0,4.0,4.0,11.0,28.0,1610612758,1610612765,1,0,0
20700144,1610612741.0,78.0,38.0,20.0,8.0,2.0,19.0,27.0,1610612747,1610612741,1,0,0
20700144,1610612747.0,106.0,51.0,23.0,11.0,3.0,21.0,18.0,1610612747,1610612741,1,1,1
20700145,1610612757.0,92.0,34.0,13.0,3.0,6.0,18.0,22.0,1610612766,1610612757,1,0,0
20700145,1610612766.0,101.0,39.0,21.0,10.0,5.0,13.0,20.0,1610612766,1610612757,1,1,1
20700146,1610612760.0,108.0,48.0,20.0,5.0,3.0,16.0,25.0,1610612763,1610612760,1,0,0
20700146,1610612763.0,125.0,35.0,33.0,9.0,10.0,13.0,24.0,1610612763,1610612760,1,1,1
20700147,1610612740.0,88.0,36.0,19.0,9.0,2.0,14.0,20.0,1610612740,1610612753,0,1,0
20700147,1610612753.0,95.0,43.0,19.0,8.0,3.0,20.0,11.0,1610612740,1610612753,0,0,1
20700148,1610612751.0,75.0,34.0,15.0,10.0,4.0,19.0,28.0,1610612762,1610612751,1,0,0
20700148,1610612762.0,102.0,43.0,20.0,15.0,4.0,16.0,24.0,1610612762,1610612751,1,1,1
20700149,1610612755.0,101.0,37.0,26.0,4.0,3.0,10.0,17.0,1610612764,1610612755,1,0,0
20700149,1610612764.0,116.0,41.0,29.0,7.0,7.0,11.0,13.0,1610612764,1610612755,1,1,1
20700150,1610612737.0,83.0,39.0,15.0,7.0,5.0,10.0,19.0,1610612737,1610612759,0,1,0
20700150,1610612759.0,95.0,39.0,22.0,4.0,4.0,15.0,17.0,1610612737,1610612759,0,0,1
20700151,1610612739.0,107.0,40.0,19.0,5.0,3.0,13.0,31.0,1610612739,1610612749,0,1,0
20700151,1610612749.0,111.0,42.0,22.0,8.0,7.0,10.0,21.0,1610612739,1610612749,0,0,1
20700152,1610612747.0,134.0,48.0,29.0,5.0,5.0,13.0,28.0,1610612754,1610612747,0,0,1
20700152,1610612754.0,114.0,46.0,28.0,5.0,3.0,7.0,26.0,1610612754,1610612747,0,1,0
20700153,1610612744.0,108.0,34.0,21.0,17.0,7.0,11.0,24.0,1610612752,1610612744,0,0,1
20700153,1610612752.0,82.0,52.0,15.0,3.0,0.0,27.0,26.0,1610612752,1610612744,0,1,0
20700154,1610612742.0,105.0,41.0,17.0,4.0,5.0,8.0,20.0,1610612742,1610612761,1,1,1
20700154,1610612761.0,99.0,40.0,19.0,4.0,2.0,9.0,16.0,1610612742,1610612761,1,0,0
20700155,1610612741.0,91.0,47.0,25.0,9.0,5.0,21.0,24.0,1610612743,1610612741,1,0,0
20700155,1610612743.0,112.0,45.0,26.0,11.0,7.0,21.0,16.0,1610612743,1610612741,1,1,1
20700156,1610612756.0,100.0,42.0,17.0,9.0,7.0,14.0,24.0,1610612758,1610612756,0,0,1
20700156,1610612758.0,98.0,43.0,17.0,7.0,1.0,17.0,24.0,1610612758,1610612756,0,1,0
20700157,1610612764.0,114.0,53.0,15.0,10.0,8.0,14.0,25.0,1610612766,1610612764,0,0,1
20700157,1610612766.0,111.0,40.0,22.0,7.0,6.0,16.0,30.0,1610612766,1610612764,0,1,0
20700158,1610612738.0,105.0,52.0,26.0,9.0,7.0,17.0,18.0,1610612738,1610612744,1,1,1
20700158,1610612744.0,82.0,40.0,11.0,11.0,1.0,15.0,22.0,1610612738,1610612744,1,0,0
20700159,1610612737.0,82.0,45.0,14.0,11.0,3.0,14.0,23.0,1610612748,1610612737,0,0,1
20700159,1610612748.0,79.0,38.0,16.0,8.0,11.0,17.0,24.0,1610612748,1610612737,0,1,0
20700160,1610612742.0,100.0,47.0,15.0,7.0,5.0,10.0,15.0,1610612745,1610612742,0,0,1
20700160,1610612745.0,94.0,46.0,21.0,5.0,9.0,17.0,18.0,1610612745,1610612742,0,1,0
20700161,1610612752.0,86.0,41.0,22.0,6.0,7.0,13.0,20.0,1610612765,1610612752,1,0,0
20700161,1610612765.0,98.0,36.0,29.0,7.0,7.0,9.0,15.0,1610612765,1610612752,1,1,1
20700162,1610612747.0,103.0,35.0,19.0,8.0,2.0,13.0,22.0,1610612749,1610612747,1,0,0
20700162,1610612749.0,110.0,38.0,27.0,3.0,4.0,13.0,27.0,1610612749,1610612747,1,1,1
20700163,1610612761.0,95.0,47.0,21.0,7.0,2.0,7.0,22.0,1610612763,1610612761,0,0,1
20700163,1610612763.0,89.0,51.0,17.0,3.0,7.0,13.0,14.0,1610612763,1610612761,0,1,0
20700164,1610612740.0,93.0,45.0,17.0,4.0,4.0,9.0,18.0,1610612740,1610612754,0,1,0
20700164,1610612754.0,105.0,51.0,25.0,6.0,4.0,7.0,17.0,1610612740,1610612754,0,0,1
20700165,1610612739.0,97.0,42.0,15.0,8.0,8.0,15.0,19.0,1610612750,1610612739,0,0,1
20700165,1610612750.0,86.0,37.0,20.0,4.0,6.0,15.0,22.0,1610612750,1610612739,0,1,0
20700166,1610612753.0,110.0,37.0,20.0,2.0,4.0,11.0,21.0,1610612759,1610612753,1,0,0
20700166,1610612759.0,128.0,40.0,30.0,4.0,2.0,3.0,19.0,1610612759,1610612753,1,1,1
20700167,1610612756.0,127.0,38.0,33.0,7.0,7.0,7.0,23.0,1610612756,1610612758,1,1,1
20700167,1610612758.0,111.0,55.0,12.0,3.0,4.0,13.0,20.0,1610612756,1610612758,1,0,0
20700168,1610612751.0,106.0,32.0,28.0,5.0,1.0,14.0,22.0,1610612757,1610612751,0,0,1
20700168,1610612757.0,101.0,34.0,24.0,7.0,4.0,15.0,26.0,1610612757,1610612751,0,1,0
20700169,1610612743.0,90.0,40.0,16.0,13.0,3.0,13.0,31.0,1610612746,1610612743,1,0,0
20700169,1610612746.0,101.0,50.0,21.0,7.0,9.0,24.0,28.0,1610612746,1610612743,1,1,1
20700170,1610612744.0,123.0,42.0,27.0,7.0,1.0,7.0,26.0,1610612764,1610612744,0,0,1
20700170,1610612764.0,115.0,48.0,19.0,6.0,6.0,12.0,22.0,1610612764,1610612744,0,1,0
20700171,1610612753.0,105.0,52.0,20.0,4.0,7.0,12.0,18.0,1610612753,1610612766,1,1,1
20700171,1610612766.0,92.0,50.0,18.0,6.0,3.0,9.0,28.0,1610612753,1610612766,1,0,0
20700172,1610612738.0,107.0,42.0,31.0,7.0,2.0,12.0,13.0,1610612738,1610612747,1,1,1
20700172,1610612747.0,94.0,37.0,21.0,6.0,4.0,15.0,25.0,1610612738,1610612747,1,0,0
20700173,1610612745.0,91.0,39.0,19.0,5.0,4.0,9.0,27.0,1610612748,1610612745,1,0,0
20700173,1610612748.0,98.0,35.0,17.0,7.0,5.0,13.0,19.0,1610612748,1610612745,1,1,1
20700174,1610612755.0,78.0,47.0,13.0,1.0,5.0,14.0,16.0,1610612765,1610612755,1,0,0
20700174,1610612765.0,83.0,36.0,24.0,7.0,3.0,6.0,22.0,1610612765,1610612755,1,1,1
20700175,1610612742.0,107.0,46.0,14.0,4.0,5.0,11.0,28.0,1610612754,1610612742,1,0,0
20700175,1610612754.0,111.0,44.0,13.0,8.0,6.0,13.0,28.0,1610612754,1610612742,1,1,1
20700176,1610612759.0,101.0,48.0,27.0,9.0,4.0,12.0,15.0,1610612759,1610612763,1,1,1
20700176,1610612763.0,88.0,39.0,15.0,6.0,3.0,14.0,18.0,1610612759,1610612763,1,0,0
20700177,1610612743.0,99.0,46.0,21.0,8.0,10.0,17.0,20.0,1610612743,1610612750,1,1,1
20700177,1610612750.0,93.0,49.0,25.0,10.0,4.0,20.0,31.0,1610612743,1610612750,1,0,0
20700178,1610612740.0,71.0,45.0,14.0,6.0,4.0,18.0,23.0,1610612762,1610612740,1,0,0
20700178,1610612762.0,99.0,44.0,28.0,9.0,5.0,17.0,24.0,1610612762,1610612740,1,1,1
20700179,1610612746.0,94.0,41.0,15.0,8.0,6.0,14.0,19.0,1610612756,1610612746,1,0,0
20700179,1610612756.0,113.0,52.0,22.0,10.0,5.0,13.0,18.0,1610612756,1610612746,1,1,1
20700180,1610612757.0,87.0,38.0,21.0,7.0,8.0,15.0,20.0,1610612757,1610612758,1,1,1
20700180,1610612758.0,84.0,36.0,18.0,6.0,3.0,18.0,25.0,1610612757,1610612758,1,0,0
20700181,1610612751.0,98.0,33.0,18.0,10.0,1.0,13.0,24.0,1610612760,1610612751,0,0,1
20700181,1610612760.0,93.0,39.0,18.0,4.0,3.0,21.0,17.0,1610612760,1610612751,0,1,0
20700182,1610612741.0,78.0,42.0,13.0,5.0,3.0,14.0,29.0,1610612752,1610612741,1,0,0
20700182,1610612752.0,85.0,52.0,15.0,8.0,1.0,17.0,19.0,1610612752,1610612741,1,1,1
20700183,1610612739.0,111.0,47.0,28.0,5.0,4.0,12.0,16.0,1610612739,1610612761,1,1,1
20700183,1610612761.0,108.0,28.0,25.0,6.0,2.0,5.0,17.0,1610612739,1610612761,1,0,0
20700184,1610612744.0,100.0,54.0,18.0,8.0,7.0,18.0,25.0,1610612755,1610612744,0,0,1
20700184,1610612755.0,98.0,47.0,22.0,10.0,8.0,16.0,29.0,1610612755,1610612744,0,1,0
20700185,1610612738.0,96.0,34.0,22.0,4.0,4.0,13.0,18.0,1610612766,1610612738,0,0,1
20700185,1610612766.0,95.0,41.0,23.0,2.0,7.0,14.0,23.0,1610612766,1610612738,0,1,0
20700186,1610612748.0,99.0,37.0,21.0,5.0,2.0,13.0,28.0,1610612753,1610612748,1,0,0
20700186,1610612753.0,120.0,37.0,24.0,8.0,1.0,11.0,21.0,1610612753,1610612748,1,1,1
20700187,1610612763.0,124.0,41.0,23.0,8.0,4.0,19.0,16.0,1610612763,1610612764,1,1,1
20700187,1610612764.0,118.0,39.0,24.0,14.0,4.0,15.0,24.0,1610612763,1610612764,1,0,0
20700188,1610612737.0,94.0,37.0,20.0,8.0,5.0,11.0,17.0,1610612750,1610612737,0,0,1
20700188,1610612750.0,87.0,37.0,16.0,9.0,7.0,15.0,20.0,1610612750,1610612737,0,1,0
20700189,1610612743.0,81.0,38.0,8.0,11.0,4.0,18.0,24.0,1610612745,1610612743,1,0,0
20700189,1610612745.0,109.0,57.0,20.0,10.0,1.0,17.0,19.0,1610612745,1610612743,1,1,1
20700190,1610612742.0,95.0,38.0,26.0,7.0,6.0,8.0,28.0,1610612749,1610612742,1,0,0
20700190,1610612749.0,97.0,42.0,23.0,3.0,6.0,12.0,15.0,1610612749,1610612742,1,1,1
20700191,1610612740.0,98.0,39.0,22.0,5.0,5.0,9.0,22.0,1610612746,1610612740,0,0,1
20700191,1610612746.0,89.0,45.0,22.0,3.0,4.0,15.0,18.0,1610612746,1610612740,0,1,0
20700192,1610612741.0,78.0,44.0,22.0,5.0,5.0,12.0,15.0,1610612761,1610612741,1,0,0
20700192,1610612761.0,93.0,45.0,22.0,9.0,10.0,9.0,21.0,1610612761,1610612741,1,1,1
20700193,1610612739.0,111.0,47.0,23.0,11.0,6.0,17.0,27.0,1610612754,1610612739,0,0,1
20700193,1610612754.0,106.0,42.0,17.0,7.0,4.0,16.0,20.0,1610612754,1610612739,0,1,0
20700194,1610612762.0,103.0,42.0,28.0,7.0,5.0,16.0,26.0,1610612765,1610612762,0,0,1
20700194,1610612765.0,93.0,42.0,22.0,9.0,6.0,12.0,20.0,1610612765,1610612762,0,1,0
20700195,1610612759.0,116.0,39.0,23.0,3.0,3.0,9.0,18.0,1610612760,1610612759,0,0,1
20700195,1610612760.0,101.0,29.0,20.0,5.0,4.0,8.0,22.0,1610612760,1610612759,0,1,0
20700196,1610612747.0,100.0,37.0,19.0,12.0,4.0,18.0,25.0,1610612747,1610612751,0,1,0
20700196,1610612751.0,102.0,41.0,26.0,10.0,8.0,17.0,25.0,1610612747,1610612751,0,0,1
20700197,1610612752.0,113.0,32.0,15.0,10.0,6.0,14.0,23.0,1610612752,1610612762,1,1,1
20700197,1610612762.0,109.0,42.0,24.0,10.0,2.0,14.0,20.0,1610612752,1610612762,1,0,0
20700198,1610612740.0,94.0,34.0,22.0,9.0,2.0,16.0,22.0,1610612740,1610612750,0,1,0
20700198,1610612750.0,103.0,35.0,25.0,13.0,2.0,16.0,25.0,1610612740,1610612750,0,0,1
20700199,1610612742.0,98.0,43.0,19.0,5.0,6.0,12.0,28.0,1610612742,1610612764,0,1,0
20700199,1610612764.0,110.0,38.0,13.0,6.0,3.0,12.0,22.0,1610612742,1610612764,0,0,1
20700200,1610612758.0,112.0,42.0,18.0,9.0,8.0,10.0,20.0,1610612758,1610612759,1,1,1
20700200,1610612759.0,99.0,43.0,24.0,6.0,3.0,12.0,21.0,1610612758,1610612759,1,0,0
20700201,1610612753.0,85.0,49.0,19.0,4.0,5.0,14.0,20.0,1610612757,1610612753,0,0,1
20700201,1610612757.0,74.0,40.0,18.0,7.0,4.0,12.0,17.0,1610612757,1610612753,0,1,0
20700202,1610612745.0,88.0,49.0,21.0,7.0,3.0,18.0,20.0,1610612746,1610612745,0,0,1
20700202,1610612746.0,71.0,38.0,12.0,10.0,1.0,14.0,20.0,1610612746,1610612745,0,1,0
20700203,1610612744.0,129.0,39.0,31.0,12.0,3.0,10.0,21.0,1610612744,1610612756,1,1,1
20700203,1610612756.0,114.0,48.0,31.0,6.0,3.0,20.0,20.0,1610612744,1610612756,1,0,0
20700204,1610612738.0,104.0,40.0,26.0,8.0,7.0,12.0,22.0,1610612739,1610612738,1,0,0
20700204,1610612739.0,109.0,47.0,24.0,5.0,7.0,12.0,19.0,1610612739,1610612738,1,1,1
20700205,1610612751.0,103.0,45.0,29.0,5.0,3.0,10.0,27.0,1610612751,1610612763,0,1,0
20700205,1610612763.0,110.0,39.0,32.0,4.0,3.0,10.0,26.0,1610612751,1610612763,0,0,1
20700206,1610612748.0,110.0,31.0,22.0,11.0,8.0,13.0,19.0,1610612748,1610612766,1,1,1
20700206,1610612766.0,90.0,31.0,20.0,6.0,6.0,18.0,23.0,1610612748,1610612766,1,0,0
20700207,1610612749.0,99.0,35.0,20.0,8.0,4.0,14.0,19.0,1610612749,1610612755,0,1,0
20700207,1610612755.0,114.0,39.0,31.0,8.0,5.0,9.0,20.0,1610612749,1610612755,0,0,1
20700208,1610612737.0,78.0,37.0,14.0,7.0,9.0,16.0,22.0,1610612741,1610612737,1,0,0
20700208,1610612741.0,90.0,59.0,21.0,7.0,3.0,15.0,25.0,1610612741,1610612737,1,1,1
